kind,id,label,value
item,1,value,8
item,2,value,13
item,3,value,18
item,4,value,23
item,5,value,28
item,6,value,33
item,7,value,38
item,8,value,43
item,9,value,48
item,10,value,53
item,11,value,58
item,12,value,63
item,13,value,68
item,14,value,73
item,15,value,78
item,16,value,83
item,17,value,88
item,18,value,93
item,19,value,98
item,20,value,103
item,21,value,108
item,22,value,113
item,23,value,118
item,24,value,123
item,25,value,128
item,26,value,133
item,27,value,138
item,28,value,143
item,29,value,148
item,30,value,153
item,31,value,158
item,32,value,163
item,33,value,168
item,34,value,173
item,35,value,178
item,36,value,183
item,37,value,188
item,38,value,193
item,39,value,198
item,40,value,203
item,41,value,208
item,42,value,213
item,43,value,218
item,44,value,223
item,45,value,228
item,46,value,233
item,47,value,238
item,48,value,243
item,49,value,248
item,50,value,253
item,51,value,258
item,52,value,263
item,53,value,268
item,54,value,273
item,55,value,278
item,56,value,283
item,57,value,288
item,58,value,293
item,59,value,298
