kind,id,label,value
item,1,value,11
item,2,value,19
item,3,value,27
item,4,value,35
item,5,value,43
item,6,value,51
item,7,value,59
item,8,value,67
item,9,value,75
item,10,value,83
item,11,value,91
item,12,value,99
item,13,value,107
item,14,value,115
item,15,value,123
item,16,value,131
item,17,value,139
item,18,value,147
item,19,value,155
item,20,value,163
item,21,value,171
item,22,value,179
item,23,value,187
item,24,value,195
item,25,value,203
item,26,value,211
item,27,value,219
item,28,value,227
item,29,value,235
item,30,value,243
item,31,value,251
item,32,value,259
item,33,value,267
item,34,value,275
item,35,value,283
item,36,value,291
item,37,value,299
item,38,value,307
item,39,value,315
item,40,value,323
item,41,value,331
item,42,value,339
item,43,value,347
item,44,value,355
item,45,value,363
item,46,value,371
item,47,value,379
item,48,value,387
item,49,value,395
item,50,value,403
item,51,value,411
item,52,value,419
item,53,value,427
item,54,value,435
item,55,value,443
item,56,value,451
item,57,value,459
item,58,value,467
item,59,value,475
