kind,id,label,value
item,1,value,5
item,2,value,7
item,3,value,9
item,4,value,11
item,5,value,13
item,6,value,15
item,7,value,17
item,8,value,19
item,9,value,21
item,10,value,23
item,11,value,25
item,12,value,27
item,13,value,29
item,14,value,31
item,15,value,33
item,16,value,35
item,17,value,37
item,18,value,39
item,19,value,41
item,20,value,43
item,21,value,45
item,22,value,47
item,23,value,49
item,24,value,51
item,25,value,53
item,26,value,55
item,27,value,57
item,28,value,59
item,29,value,61
item,30,value,63
item,31,value,65
item,32,value,67
item,33,value,69
item,34,value,71
item,35,value,73
item,36,value,75
item,37,value,77
item,38,value,79
item,39,value,81
item,40,value,83
item,41,value,85
item,42,value,87
item,43,value,89
item,44,value,91
item,45,value,93
item,46,value,95
item,47,value,97
item,48,value,99
item,49,value,101
item,50,value,103
item,51,value,105
item,52,value,107
item,53,value,109
item,54,value,111
item,55,value,113
item,56,value,115
item,57,value,117
item,58,value,119
item,59,value,121
