episode,task,phase,success,error,wall_ms,cpu_user_ms,cpu_sys_ms,peak_rss_kb,read_bytes,write_bytes,semantic,recovery,local_repair,structural_change,derived,active,structure_bytes,avg_depth,max_depth,uniform,model_calls,model_input_tokens,model_output_tokens
1,daily_file,warmup,1,,25.812,13.513,8.553,113516,0,8192,4,0,0,1,0,1,464,0.0,0,1,0,0,0
2,daily_hash,warmup,1,,15.163,9.35,8.255,116408,0,4096,4,0,0,1,0,2,555,0.0,0,1,0,0,0
3,daily_http,warmup,1,,38.217,29.406,9.869,115944,0,4096,5,0,0,1,0,3,663,0.0,0,1,0,0,0
4,daily_state,warmup,1,,7.052,3.063,0.095,115956,0,4096,4,0,0,1,0,4,758,0.0,0,1,0,0,0
5,daily_file,warmup,1,,6.957,3.175,0.0,115964,0,4096,1,0,0,0,0,4,758,0.0,0,1,0,0,0
6,daily_hash,warmup,1,,27.851,23.348,4.335,118332,0,4096,1,0,0,0,0,4,758,0.0,0,1,0,0,0
7,daily_http,warmup,1,,8.404,4.196,2.268,115992,0,4096,1,0,0,0,0,4,758,0.0,0,1,0,0,0
8,daily_state,warmup,1,,6.927,2.557,0.468,115996,0,4096,1,0,0,0,0,4,758,0.0,0,1,0,0,0
9,daily_file,warmup,1,,7.587,3.087,0.464,115996,0,4096,1,0,0,0,0,4,758,0.0,0,1,0,0,0
10,daily_hash,warmup,1,,19.105,4.149,13.736,118320,0,4096,1,0,0,0,0,4,759,0.0,0,1,0,0,0
11,daily_http,warmup,1,,9.021,3.77,2.489,116000,0,4096,1,0,0,0,0,4,760,0.0,0,1,0,0,0
12,daily_state,warmup,1,,6.894,2.973,0.019,116004,0,4096,1,0,0,0,0,4,761,0.0,0,1,0,0,0
13,novel_00,novel,1,,7.148,2.809,0.459,116004,0,4096,5,0,0,2,1,5,920,1.0,1,1,0,0,0
14,novel_01,novel,1,,9.539,0.446,6.686,116016,0,4096,5,0,0,1,1,6,1028,1.0,1,1,0,0,0
15,novel_02,novel,1,,18.339,8.334,9.864,118088,0,4096,4,0,0,1,1,7,1122,1.0,1,1,0,0,0
16,novel_03,novel,1,,7.278,1.759,1.779,116040,0,4096,3,0,0,1,1,7,1157,1.0,1,1,0,0,0
17,novel_04,novel,1,,7.316,2.473,1.035,116040,0,4096,4,0,0,1,1,7,1168,1.0,1,1,0,0,0
18,novel_05,novel,1,,9.747,0.0,5.97,116040,0,4096,3,0,0,1,1,7,1179,1.0,1,1,0,0,0
19,novel_06,novel,1,,13.636,0.0,8.8,116044,0,4096,5,0,0,2,2,7,1267,1.0,1,1,0,0,0
20,novel_07,novel,1,,28.532,22.631,10.251,119184,0,4096,4,0,0,1,2,7,1271,1.0,1,1,0,0,0
21,novel_08,novel,1,,14.874,6.735,0.885,116056,0,4096,3,0,0,1,2,7,1284,1.0,1,1,0,0,0
22,novel_09,novel,1,,9.904,3.188,2.317,116060,0,4096,2,0,0,1,2,7,1291,1.0,1,1,0,0,0
23,novel_10,novel,1,,13.461,10.672,3.225,116060,0,4096,3,0,0,2,3,7,1338,1.333,2,1,0,0,0
24,novel_11,novel,1,,18.101,11.692,3.218,116088,0,4096,3,0,0,1,3,7,1373,1.333,2,1,0,0,0
25,novel_12,novel,1,,24.813,10.19,13.332,118412,0,4096,4,0,0,2,4,7,1453,1.25,2,1,0,0,0
26,novel_13,novel,1,,15.169,5.37,6.116,116096,0,4096,2,0,0,1,4,7,1466,1.25,2,1,0,0,0
27,novel_14,novel,1,,14.228,8.099,2.061,116096,0,4096,2,0,0,1,4,7,1473,1.25,2,1,0,0,0
28,novel_15,novel,1,,16.914,12.232,0.938,116096,0,8192,2,0,0,1,4,7,1484,1.25,2,1,0,0,0
29,novel_16,novel,1,,15.691,5.028,7.871,116100,0,4096,3,0,0,2,5,7,1566,1.4,2,1,0,0,0
30,novel_17,novel,1,,28.659,20.497,11.321,232208,0,4096,1,0,0,1,5,7,1570,1.4,2,1,0,0,0
31,novel_18,novel,1,,13.494,9.683,0.0,116112,0,4096,2,0,0,1,5,7,1583,1.4,2,1,0,0,0
32,novel_19,novel,1,,13.005,5.912,3.401,116112,0,4096,2,0,0,1,5,7,1590,1.4,2,1,0,0,0
33,novel_20,novel,1,,13.687,9.456,0.394,116116,0,4096,2,0,0,1,5,7,1601,1.4,2,1,0,0,0
34,novel_21,novel,1,,16.371,6.747,6.18,116120,0,4096,1,0,0,1,5,7,1636,1.4,2,1,0,0,0
35,novel_22,novel,1,,21.676,23.68,0.087,118484,0,4096,1,0,0,1,5,7,1640,1.4,2,1,0,0,0
36,novel_23,novel,1,,18.326,14.308,0.503,116132,0,4096,2,0,0,1,5,7,1653,1.4,2,1,0,0,0
37,novel_24,novel,1,,19.34,13.458,2.375,116136,0,4096,2,0,0,1,5,7,1660,1.4,2,1,0,0,0
38,novel_00,repeat,1,,14.642,10.763,0.146,116136,0,4096,1,0,0,0,5,7,1657,1.4,2,1,0,0,0
39,novel_01,repeat,1,,17.216,9.269,4.957,116140,0,4096,1,0,0,0,5,7,1678,1.4,2,1,0,0,0
40,novel_02,repeat,1,,26.331,20.901,4.866,117880,0,4096,1,0,0,0,5,7,1668,1.4,2,1,0,0,0
41,novel_03,repeat,1,,19.757,11.212,4.878,116152,0,4096,1,0,0,0,5,7,1667,1.4,2,1,0,0,0
42,novel_04,repeat,1,,15.396,11.26,0.384,116152,0,4096,1,0,0,0,5,7,1660,1.4,2,1,0,0,0
43,novel_05,repeat,1,,16.752,6.383,6.772,116152,0,4096,1,0,0,0,5,7,1657,1.4,2,1,0,0,0
44,novel_06,repeat,1,,33.051,11.991,5.517,116156,0,4096,1,0,0,0,5,7,1678,1.4,2,1,0,0,0
45,novel_07,repeat,1,,28.95,16.761,11.29,118348,0,4096,1,0,0,0,5,7,1668,1.4,2,1,0,0,0
46,novel_08,repeat,1,,14.788,2.057,8.968,116160,0,4096,1,0,0,0,5,7,1667,1.4,2,1,0,0,0
47,novel_09,repeat,1,,14.993,11.14,0.222,116160,0,4096,1,0,0,0,5,7,1660,1.4,2,1,0,0,0
48,novel_10,repeat,1,,15.176,11.493,0.0,116160,0,4096,1,0,0,0,5,7,1657,1.4,2,1,0,0,0
49,novel_11,repeat,1,,18.715,14.651,0.0,116164,0,4096,1,0,0,0,5,7,1678,1.4,2,1,0,0,0
50,daily_file,drift,1,,17.335,13.214,0.486,116168,0,4096,1,0,1,2,6,7,1707,1.667,3,1,0,0,0
51,daily_http,drift,1,,19.998,15.971,0.515,116168,0,4096,1,0,1,1,6,7,1709,1.667,3,1,0,0,0
52,daily_hash,drift,1,,39.683,31.538,6.23,120328,0,4096,1,0,1,1,6,7,1708,1.667,3,1,0,0,0
53,tail_0,evict,1,,19.59,15.608,0.087,116176,0,4096,1,0,0,1,6,7,1715,1.667,3,1,0,0,0
54,tail_1,evict,1,,21.899,15.896,3.713,116184,0,4096,1,0,0,1,6,7,1746,1.667,3,1,0,0,0
55,tail_2,evict,1,,28.553,16.51,11.224,118176,0,4096,1,0,0,1,6,7,1746,1.667,3,1,0,0,0
56,tail_3,evict,1,,17.823,10.135,3.642,116188,0,4096,2,0,0,2,7,7,1784,1.857,3,1,0,0,0
57,tail_4,evict,1,,19.148,15.304,0.105,116192,0,8192,2,0,0,2,8,7,1801,1.875,3,1,0,0,0
